t,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
0.1254,-29.9072,-79.0405,-68.3594,-131.531,-70.8008,-141.602,-222.168,-157.776,-62.561,-43.335,-54.6265,-19.5313,-7.62939,-8.8501,0.610352
0.12545,-29.9072,-79.3457,-68.6646,-131.836,-70.4956,-141.296,-222.473,-157.776,-62.8662,-43.6401,-54.6265,-19.2261,-7.62939,-8.54492,0.610352
0.1255,-30.2124,-78.7354,-68.6646,-131.836,-70.4956,-141.907,-222.473,-157.776,-62.561,-43.9453,-54.0161,-18.9209,-7.32422,-8.23975,0.305176
0.12555,-30.5176,-78.7354,-68.0542,-132.446,-71.106,-141.296,-222.473,-157.776,-62.2559,-43.9453,-54.6265,-19.2261,-7.32422,-8.23975,0.305176
0.1256,-30.8228,-79.0405,-68.0542,-132.751,-70.8008,-141.296,-222.473,-158.386,-62.2559,-44.2505,-55.2368,-19.5313,-7.32422,-8.54492,0.610352
0.12565,-31.1279,-79.3457,-67.749,-133.057,-71.106,-140.686,-223.083,-158.386,-62.561,-44.5557,-54.9316,-19.8364,-7.01904,-8.54492,0.915527
0.1257,-31.7383,-79.6509,-67.749,-132.751,-70.8008,-140.381,-223.389,-158.386,-62.561,-44.8608,-55.2368,-19.5313,-7.01904,-8.54492,0.305176
0.12575,-31.4331,-80.2612,-67.749,-133.362,-71.106,-140.076,-223.694,-158.386,-62.561,-45.166,-55.542,-18.9209,-7.01904,-7.93457,0
0.1258,-32.0435,-80.2612,-67.749,-133.667,-71.106,-140.076,-223.694,-158.386,-62.8662,-45.166,-55.542,-19.2261,-7.01904,-8.54492,0.305176
0.12585,-32.6538,-79.6509,-67.749,-133.362,-70.4956,-139.771,-223.389,-158.691,-63.1714,-45.166,-56.1523,-19.2261,-6.71387,-8.54492,0.305176
0.1259,-32.959,-79.3457,-67.749,-133.362,-70.8008,-140.076,-223.694,-158.997,-63.1714,-45.166,-56.1523,-18.9209,-7.01904,-8.54492,0.305176
0.12595,-33.5693,-79.3457,-68.3594,-133.362,-70.8008,-140.686,-223.694,-158.386,-63.1714,-45.4712,-55.8472,-18.6157,-7.01904,-8.54492,0.305176
0.126,-34.1797,-78.7354,-68.3594,-133.057,-70.4956,-140.686,-223.694,-158.386,-62.8662,-45.7764,-56.1523,-18.3105,-7.32422,-9.15527,0.610352
0.12605,-34.79,-78.125,-68.0542,-133.057,-70.4956,-140.686,-223.389,-158.386,-63.1714,-45.4712,-56.4575,-18.3105,-7.01904,-9.46045,1.2207
0.1261,-35.4004,-78.125,-68.6646,-132.751,-70.1904,-140.686,-223.389,-157.776,-63.4766,-45.166,-56.7627,-18.3105,-7.32422,-9.15527,1.2207
0.12615,-35.7056,-77.5146,-68.6646,-132.141,-70.1904,-141.296,-223.694,-157.471,-63.1714,-45.7764,-56.7627,-18.3105,-7.32422,-8.54492,0.915527
0.1262,-36.3159,-77.5146,-68.9697,-131.836,-70.1904,-140.686,-223.999,-157.471,-63.1714,-45.7764,-56.7627,-18.6157,-7.62939,-8.8501,1.2207
0.12625,-36.6211,-76.5991,-68.6646,-131.836,-70.4956,-140.076,-223.999,-157.166,-63.1714,-45.4712,-56.7627,-18.3105,-7.32422,-8.54492,0.915527
0.1263,-36.3159,-76.5991,-69.2749,-132.141,-70.4956,-139.465,-223.999,-157.471,-63.1714,-45.7764,-56.7627,-18.6157,-7.32422,-8.54492,1.2207
0.12635,-36.6211,-76.2939,-69.2749,-131.531,-71.106,-138.55,-224.609,-157.166,-63.4766,-46.0815,-57.0679,-18.6157,-7.32422,-7.93457,0.915527
0.1264,-36.6211,-75.6836,-69.2749,-131.836,-71.7163,-137.634,-224.609,-157.166,-63.4766,-46.6919,-56.4575,-18.6157,-7.32422,-7.93457,0.610352
0.12645,-36.9263,-75.6836,-68.9697,-131.531,-71.7163,-137.024,-224.915,-156.86,-63.4766,-46.9971,-56.4575,-18.6157,-7.32422,-8.23975,0.610352
0.1265,-37.5366,-75.0732,-68.9697,-131.531,-72.3267,-136.108,-223.999,-157.471,-63.4766,-46.9971,-56.7627,-18.3105,-7.32422,-8.23975,0.610352
0.12655,-37.2314,-74.4629,-68.9697,-131.226,-72.6318,-135.498,-224.304,-157.471,-63.4766,-46.6919,-57.0679,-18.6157,-7.01904,-8.23975,0.610352
0.1266,-37.8418,-74.1577,-68.6646,-131.226,-72.3267,-135.193,-223.999,-157.471,-63.4766,-46.6919,-57.0679,-18.6157,-6.71387,-7.93457,0.305176
0.12665,-38.4521,-74.4629,-68.9697,-130.615,-72.3267,-135.803,-223.389,-156.86,-62.8662,-46.6919,-56.7627,-18.6157,-7.01904,-8.23975,0
0.1267,-38.7573,-73.8525,-68.3594,-130.92,-72.3267,-135.803,-222.473,-156.86,-62.8662,-46.0815,-57.373,-18.6157,-7.32422,-7.93457,0
0.12675,-38.7573,-73.8525,-67.749,-130.92,-72.3267,-135.498,-221.863,-157.471,-62.561,-46.0815,-57.373,-19.2261,-7.32422,-7.93457,0
0.1268,-38.7573,-73.5474,-68.0542,-130.31,-72.6318,-135.803,-221.863,-157.166,-63.1714,-46.3867,-57.373,-18.9209,-7.01904,-7.93457,-0.305176
0.12685,-39.6729,-73.8525,-67.749,-130.31,-72.6318,-136.414,-221.558,-157.166,-62.561,-46.0815,-57.373,-18.3105,-6.71387,-8.23975,0
0.1269,-40.2832,-73.2422,-67.749,-130.615,-72.6318,-136.414,-221.863,-157.471,-62.561,-46.0815,-57.373,-18.6157,-7.01904,-7.93457,0
0.12695,-40.5884,-73.2422,-66.8335,-130.31,-72.937,-136.108,-220.947,-156.86,-62.561,-46.3867,-57.6782,-18.3105,-7.01904,-7.93457,0
0.127,-40.8936,-72.937,-66.8335,-130.005,-72.937,-136.414,-220.947,-157.166,-62.2559,-46.0815,-57.0679,-18.0054,-6.71387,-7.93457,0.610352
0.12705,-40.8936,-73.2422,-67.1387,-130.005,-72.3267,-136.719,-220.947,-157.166,-62.561,-46.0815,-57.373,-18.3105,-6.40869,-7.62939,0.610352
0.1271,-41.5039,-73.2422,-67.1387,-129.7,-72.3267,-136.719,-220.947,-156.86,-62.2559,-46.0815,-57.0679,-18.3105,-6.40869,-7.93457,0.305176
0.12715,-41.8091,-73.2422,-66.8335,-129.7,-73.2422,-137.329,-220.337,-156.555,-61.6455,-46.0815,-57.0679,-18.3105,-7.01904,-7.93457,0.305176
0.1272,-41.8091,-72.6318,-66.8335,-130.31,-72.3267,-137.634,-220.337,-156.555,-62.2559,-45.4712,-57.373,-18.6157,-6.10352,-8.8501,0.610352
0.12725,-41.5039,-72.937,-67.4438,-130.31,-72.0215,-137.634,-220.642,-155.64,-62.2559,-45.4712,-57.0679,-18.9209,-6.40869,-8.54492,0.610352
0.1273,-41.1987,-72.3267,-67.1387,-130.31,-72.3267,-138.245,-220.642,-155.334,-62.561,-45.166,-57.0679,-18.9209,-6.71387,-8.54492,0.305176
0.12735,-41.1987,-72.6318,-66.5283,-130.31,-72.0215,-137.939,-221.252,-155.029,-62.561,-45.166,-57.0679,-19.5313,-6.40869,-9.15527,0
0.1274,-40.8936,-72.6318,-66.5283,-130.92,-72.6318,-137.634,-221.252,-154.724,-62.561,-44.8608,-57.0679,-19.2261,-6.71387,-9.15527,0.305176
0.12745,-40.2832,-73.2422,-66.8335,-130.92,-72.0215,-137.939,-221.252,-154.419,-63.1714,-44.5557,-57.373,-19.8364,-6.71387,-9.15527,0.610352
0.1275,-39.6729,-73.5474,-67.1387,-130.92,-71.4111,-137.939,-221.558,-154.114,-63.4766,-44.8608,-57.373,-18.9209,-6.40869,-8.54492,0
0.12755,-39.6729,-74.4629,-66.8335,-130.615,-71.106,-137.939,-221.863,-153.809,-62.8662,-44.8608,-57.0679,-19.5313,-6.40869,-8.8501,0.305176
0.1276,-39.0625,-74.4629,-66.8335,-130.31,-71.106,-137.634,-221.863,-153.809,-62.8662,-45.166,-56.7627,-19.5313,-7.01904,-8.8501,0.305176
0.12765,-38.7573,-74.1577,-66.8335,-130.31,-70.8008,-137.329,-221.863,-153.809,-63.1714,-44.8608,-57.0679,-19.2261,-7.01904,-9.15527,0.610352
0.1277,-38.147,-75.0732,-67.1387,-130.005,-70.4956,-137.024,-222.473,-153.503,-62.8662,-44.8608,-56.7627,-19.8364,-7.01904,-8.8501,0.610352
0.12775,-37.5366,-75.0732,-67.1387,-129.395,-70.8008,-136.719,-222.168,-152.893,-62.8662,-44.8608,-57.0679,-19.8364,-7.32422,-8.23975,0.305176
0.1278,-37.2314,-75.3784,-66.8335,-129.089,-70.4956,-136.719,-222.778,-152.893,-62.8662,-44.8608,-56.7627,-19.5313,-7.32422,-8.23975,0
0.12785,-37.2314,-75.0732,-67.1387,-129.395,-71.106,-136.108,-222.778,-152.893,-62.561,-44.5557,-56.7627,-19.2261,-7.32422,-8.23975,0.305176
0.1279,-36.9263,-74.7681,-66.5283,-129.089,-70.8008,-136.108,-222.778,-152.588,-63.1714,-44.2505,-57.0679,-19.5313,-7.62939,-8.23975,0.305176
0.12795,-36.3159,-75.0732,-66.5283,-128.784,-70.4956,-135.803,-223.083,-151.672,-63.1714,-44.5557,-57.0679,-19.5313,-7.62939,-7.93457,0.305176
0.128,-36.3159,-75.0732,-66.5283,-128.784,-70.8008,-136.108,-223.389,-151.367,-63.1714,-44.8608,-57.0679,-19.5313,-7.93457,-7.93457,0.305176
0.12805,-36.6211,-74.4629,-66.2231,-128.479,-70.8008,-135.498,-223.083,-151.672,-63.1714,-45.166,-57.0679,-19.5313,-8.54492,-7.93457,0.305176
0.1281,-36.0107,-73.8525,-66.2231,-127.869,-70.8008,-135.193,-222.473,-151.367,-63.1714,-44.5557,-57.0679,-19.2261,-8.54492,-7.93457,0.610352
0.12815,-36.3159,-73.8525,-66.2231,-127.869,-70.4956,-135.498,-222.778,-151.367,-63.1714,-44.8608,-57.373,-19.8364,-8.54492,-7.93457,0.305176
0.1282,-36.3159,-73.8525,-66.2231,-127.563,-70.4956,-135.498,-222.778,-151.672,-63.4766,-45.166,-57.373,-19.5313,-8.54492,-7.62939,0
0.12825,-36.3159,-73.8525,-65.918,-126.648,-70.4956,-136.108,-222.778,-151.367,-63.7817,-45.166,-57.373,-18.9209,-8.54492,-7.62939,0.305176
0.1283,-36.3159,-73.5474,-66.2231,-126.953,-71.106,-136.108,-223.083,-151.978,-63.7817,-45.4712,-57.373,-19.2261,-8.23975,-7.93457,0.305176
0.12835,-36.3159,-72.937,-66.5283,-126.953,-70.8008,-136.108,-223.083,-151.978,-64.3921,-45.166,-57.9834,-18.9209,-7.93457,-7.62939,0
0.1284,-36.0107,-72.6318,-66.5283,-126.343,-70.4956,-136.414,-222.473,-151.978,-64.0869,-44.8608,-58.2886,-18.6157,-7.32422,-7.32422,0
0.12845,-35.4004,-72.6318,-67.4438,-125.427,-71.106,-137.024,-223.083,-151.978,-64.0869,-45.166,-57.9834,-18.9209,-7.01904,-7.62939,-0.610352
0.1285,-35.7056,-72.0215,-67.749,-125.122,-71.7163,-136.719,-223.389,-152.283,-64.3921,-45.166,-58.2886,-19.2261,-7.01904,-7.32422,-0.610352
0.12855,-35.7056,-71.4111,-68.0542,-125.122,-71.7163,-137.329,-222.778,-151.978,-64.3921,-44.5557,-59.2041,-19.2261,-7.01904,-7.62939,-0.305176
0.1286,-35.0952,-71.106,-68.6646,-124.512,-71.4111,-137.024,-223.083,-152.283,-64.3921,-44.5557,-59.8145,-19.5313,-6.10352,-7.62939,-0.305176
0.12865,-35.4004,-70.4956,-68.9697,-124.512,-71.7163,-137.024,-223.389,-151.978,-64.6973,-44.8608,-59.8145,-20.1416,-6.10352,-7.32422,-0.305176
0.1287,-35.4004,-70.1904,-69.5801,-124.512,-71.4111,-136.719,-223.083,-151.672,-64.0869,-44.5557,-60.4248,-20.1416,-6.10352,-7.32422,-0.915527
0.12875,-35.4004,-69.8853,-70.1904,-124.817,-71.4111,-136.414,-222.473,-151.978,-64.3921,-44.5557,-60.4248,-20.752,-5.79834,-7.62939,-0.305176
0.1288,-35.0952,-69.8853,-70.1904,-125.122,-71.7163,-135.803,-223.083,-152.283,-64.3921,-44.2505,-60.73,-20.752,-5.79834,-7.62939,0
0.12885,-35.0952,-69.8853,-70.4956,-125.122,-71.106,-135.498,-222.778,-151.672,-64.3921,-44.8608,-61.3403,-21.3623,-6.10352,-7.93457,0
0.1289,-34.79,-70.1904,-70.8008,-125.122,-70.8008,-135.498,-222.473,-151.672,-64.3921,-45.166,-60.4248,-21.0571,-6.10352,-7.93457,0
0.12895,-34.4849,-69.8853,-70.4956,-125.122,-71.106,-134.888,-222.473,-151.978,-64.3921,-44.8608,-60.73,-21.0571,-6.71387,-7.93457,-0.305176
0.129,-34.79,-69.5801,-70.1904,-125.427,-71.4111,-134.888,-222.473,-151.978,-64.3921,-44.5557,-60.73,-20.752,-7.01904,-8.54492,0
0.12905,-34.1797,-69.5801,-70.1904,-125.122,-71.4111,-134.277,-222.473,-152.283,-64.3921,-44.8608,-60.73,-20.752,-6.40869,-8.23975,0
0.1291,-34.1797,-69.5801,-69.8853,-124.512,-72.0215,-133.972,-222.473,-152.283,-65.0024,-44.5557,-60.73,-20.4468,-6.40869,-7.93457,-0.305176
0.12915,-34.1797,-69.5801,-70.4956,-124.207,-72.3267,-133.972,-221.863,-151.978,-65.0024,-44.8608,-60.73,-20.4468,-6.40869,-8.23975,-0.610352
0.1292,-34.79,-69.2749,-71.106,-123.901,-72.937,-133.362,-221.863,-152.283,-65.0024,-44.5557,-60.4248,-20.1416,-6.71387,-7.62939,-0.305176
0.12925,-35.0952,-69.8853,-71.106,-122.986,-73.2422,-133.057,-221.558,-152.283,-65.3076,-44.2505,-61.0352,-20.1416,-7.01904,-7.93457,-0.305176
0.1293,-34.79,-69.8853,-71.4111,-123.291,-73.2422,-133.057,-221.558,-151.672,-65.3076,-43.9453,-60.73,-20.752,-7.01904,-7.93457,-0.305176
0.12935,-35.0952,-70.1904,-72.3267,-122.681,-73.5474,-133.057,-221.558,-151.367,-65.3076,-43.6401,-60.73,-20.4468,-7.01904,-7.32422,-0.305176
0.1294,-35.7056,-70.1904,-72.6318,-121.765,-73.8525,-132.751,-221.252,-151.672,-65.0024,-43.6401,-61.3403,-20.4468,-7.32422,-7.32422,-0.610352
0.12945,-35.0952,-70.1904,-72.937,-121.765,-74.1577,-133.057,-220.947,-151.367,-65.3076,-43.335,-61.3403,-20.4468,-7.01904,-7.01904,-0.305176
0.1295,-34.79,-69.8853,-72.937,-122.681,-73.5474,-133.057,-221.252,-151.672,-65.6128,-43.0298,-61.3403,-20.4468,-7.01904,-7.32422,0
0.12955,-34.79,-70.1904,-72.937,-122.681,-73.8525,-132.751,-220.947,-151.672,-65.6128,-42.7246,-61.6455,-20.752,-7.32422,-7.62939,0
0.1296,-34.79,-69.8853,-73.2422,-122.375,-73.5474,-132.751,-221.252,-151.367,-65.3076,-42.7246,-61.3403,-20.4468,-7.01904,-7.01904,0
0.12965,-34.1797,-69.8853,-73.2422,-122.681,-73.2422,-132.141,-221.252,-151.367,-65.3076,-42.4194,-61.6455,-20.4468,-7.01904,-7.32422,0.305176
0.1297,-33.8745,-69.5801,-72.3267,-122.986,-73.2422,-131.836,-221.252,-151.062,-65.3076,-41.8091,-61.0352,-20.4468,-7.32422,-7.93457,0.305176
0.12975,-33.8745,-69.5801,-72.3267,-122.681,-73.2422,-131.226,-221.558,-151.062,-65.3076,-42.1143,-61.3403,-20.752,-6.71387,-7.62939,0
0.1298,-33.5693,-69.5801,-72.3267,-122.681,-72.937,-130.31,-222.473,-150.757,-65.3076,-41.8091,-61.3403,-20.4468,-6.71387,-7.93457,0
0.12985,-33.8745,-69.2749,-71.4111,-122.375,-72.937,-129.395,-222.473,-150.757,-65.0024,-42.4194,-61.0352,-20.4468,-6.71387,-7.93457,-0.305176
0.1299,-34.1797,-68.9697,-71.4111,-122.375,-72.937,-128.784,-222.168,-150.452,-64.6973,-42.1143,-61.9507,-20.4468,-7.32422,-7.93457,-0.305176
0.12995,-34.1797,-68.6646,-70.8008,-122.375,-72.6318,-127.563,-222.473,-150.757,-64.6973,-42.1143,-61.9507,-20.4468,-7.32422,-8.23975,0
0.13,-33.5693,-69.2749,-70.1904,-122.375,-72.937,-126.953,-222.473,-150.757,-64.6973,-42.7246,-61.6455,-20.4468,-6.71387,-7.93457,-0.305176
0.13005,-33.2642,-69.2749,-69.8853,-122.375,-73.2422,-126.343,-222.473,-150.452,-64.0869,-42.7246,-61.9507,-19.5313,-7.32422,-8.23975,-0.915527
0.1301,-33.2642,-68.9697,-69.2749,-122.07,-73.2422,-126.038,-221.863,-150.757,-64.0869,-43.6401,-62.2559,-19.8364,-7.01904,-8.54492,-0.610352
0.13015,-32.6538,-69.2749,-68.6646,-122.681,-72.937,-125.732,-221.863,-150.757,-64.0869,-43.6401,-62.2559,-20.1416,-7.01904,-8.54492,-0.610352
0.1302,-32.6538,-69.2749,-69.2749,-122.681,-72.6318,-125.427,-222.168,-150.146,-63.7817,-43.335,-62.561,-20.1416,-6.71387,-8.8501,-0.305176
0.13025,-32.6538,-69.5801,-69.2749,-122.681,-73.2422,-125.732,-221.863,-149.841,-64.3921,-43.6401,-62.2559,-20.1416,-6.40869,-8.54492,-0.305176
0.1303,-32.6538,-69.5801,-68.9697,-122.986,-72.937,-126.038,-222.473,-149.536,-64.0869,-43.6401,-62.2559,-20.4468,-7.01904,-8.54492,-0.915527
0.13035,-32.3486,-69.5801,-69.5801,-123.901,-73.5474,-126.038,-222.473,-149.536,-64.0869,-43.335,-62.2559,-20.4468,-7.32422,-8.54492,-0.305176
0.1304,-32.3486,-69.5801,-70.1904,-124.512,-73.8525,-125.732,-222.473,-149.841,-64.3921,-43.0298,-62.2559,-20.752,-6.71387,-8.8501,0
0.13045,-32.3486,-70.1904,-70.1904,-124.512,-74.7681,-126.038,-222.778,-149.841,-64.3921,-43.0298,-62.2559,-20.4468,-7.01904,-8.23975,-0.305176
0.1305,-31.7383,-70.8008,-71.106,-125.427,-75.3784,-126.038,-222.778,-150.146,-64.6973,-42.7246,-61.9507,-20.4468,-7.01904,-8.23975,-0.305176
0.13055,-31.7383,-70.8008,-71.106,-126.343,-76.2939,-125.732,-223.083,-150.146,-65.0024,-42.7246,-61.6455,-20.4468,-7.32422,-8.54492,-0.305176
0.1306,-31.7383,-71.106,-71.4111,-126.343,-76.5991,-126.038,-223.083,-150.757,-64.3921,-43.0298,-61.9507,-20.4468,-7.32422,-8.8501,0
0.13065,-31.7383,-71.7163,-72.0215,-127.258,-77.5146,-126.038,-223.694,-150.757,-64.6973,-42.7246,-61.9507,-20.4468,-7.01904,-8.8501,0
0.1307,-31.7383,-72.0215,-72.3267,-127.563,-77.8198,-126.343,-223.694,-150.757,-64.3921,-43.335,-61.3403,-20.4468,-6.71387,-8.8501,0
0.13075,-32.0435,-72.3267,-72.3267,-128.174,-77.8198,-126.343,-224.304,-151.062,-63.7817,-43.6401,-61.3403,-20.1416,-7.01904,-9.15527,-0.305176
0.1308,-32.0435,-72.3267,-72.3267,-128.784,-78.7354,-126.648,-223.999,-151.367,-63.7817,-43.9453,-61.0352,-20.4468,-7.01904,-9.46045,-0.305176
0.13085,-32.0435,-72.3267,-72.6318,-129.395,-78.7354,-126.343,-224.304,-151.367,-63.4766,-44.2505,-61.0352,-20.1416,-7.01904,-9.15527,-0.305176
0.1309,-31.7383,-72.3267,-72.937,-130.31,-79.0405,-126.648,-224.609,-151.367,-63.7817,-44.2505,-61.3403,-20.4468,-6.71387,-9.15527,-0.610352
0.13095,-31.7383,-72.937,-73.2422,-130.31,-79.0405,-126.343,-225.22,-151.367,-63.4766,-43.9453,-60.73,-20.4468,-6.71387,-9.15527,0
0.131,-31.7383,-72.937,-73.5474,-131.226,-79.3457,-125.732,-225.22,-151.062,-63.4766,-44.2505,-61.0352,-20.1416,-7.32422,-9.15527,0
0.13105,-31.7383,-72.6318,-73.5474,-131.836,-78.7354,-124.817,-225.22,-151.062,-63.4766,-43.9453,-61.3403,-20.4468,-7.32422,-9.46045,0
0.1311,-31.1279,-72.937,-74.1577,-132.751,-78.4302,-125.122,-224.915,-151.062,-62.8662,-43.6401,-61.3403,-20.752,-7.01904,-9.46045,0.305176
0.13115,-30.8228,-73.5474,-74.7681,-133.057,-78.4302,-124.817,-224.915,-150.452,-63.4766,-43.9453,-61.0352,-20.752,-6.71387,-9.15527,0.305176
0.1312,-31.4331,-73.8525,-74.7681,-134.277,-78.4302,-125.122,-225.22,-149.841,-63.1714,-44.2505,-61.0352,-20.752,-6.71387,-9.46045,0.305176
0.13125,-31.4331,-73.8525,-74.7681,-135.193,-77.8198,-124.817,-225.22,-149.841,-63.1714,-44.2505,-60.4248,-20.752,-6.71387,-9.15527,0.610352
0.1313,-31.7383,-73.8525,-75.0732,-136.108,-78.4302,-125.122,-225.22,-149.536,-63.1714,-43.9453,-60.73,-20.4468,-6.71387,-8.8501,0.915527
0.13135,-31.7383,-73.8525,-75.3784,-136.719,-78.7354,-125.122,-225.525,-149.231,-63.4766,-44.2505,-60.1196,-20.752,-6.40869,-8.8501,0.305176
0.1314,-31.4331,-73.8525,-75.3784,-137.634,-78.4302,-125.732,-226.135,-148.926,-63.4766,-44.8608,-59.8145,-20.752,-6.71387,-8.8501,0.610352
0.13145,-31.7383,-73.8525,-75.6836,-138.55,-78.4302,-125.732,-226.135,-148.315,-63.1714,-44.8608,-59.8145,-20.752,-7.01904,-9.15527,0
0.1315,-32.3486,-73.5474,-76.2939,-138.55,-78.4302,-125.732,-226.135,-148.315,-63.4766,-44.8608,-59.8145,-20.752,-7.01904,-9.15527,0
0.13155,-32.3486,-73.2422,-76.5991,-139.465,-78.4302,-125.427,-226.746,-148.01,-63.1714,-45.166,-60.1196,-21.0571,-7.01904,-9.15527,0.610352
0.1316,-32.0435,-73.5474,-77.2095,-139.16,-77.8198,-125.122,-226.746,-148.01,-63.1714,-45.4712,-59.8145,-20.752,-7.01904,-9.15527,0
0.13165,-31.7383,-73.8525,-77.8198,-139.16,-77.8198,-125.427,-227.356,-147.4,-63.1714,-45.7764,-59.5093,-21.0571,-7.01904,-9.15527,-0.610352
0.1317,-32.3486,-73.2422,-78.4302,-139.16,-78.4302,-125.427,-227.966,-148.01,-62.8662,-45.7764,-60.1196,-20.4468,-7.32422,-9.46045,-0.610352
0.13175,-32.3486,-73.2422,-78.7354,-139.465,-77.8198,-125.427,-227.966,-148.315,-62.8662,-45.7764,-60.1196,-20.752,-7.01904,-9.76563,-0.305176
0.1318,-32.0435,-73.5474,-79.3457,-139.771,-78.4302,-125.427,-228.577,-148.315,-63.1714,-45.7764,-59.8145,-20.752,-6.71387,-9.76563,-0.610352
0.13185,-32.3486,-73.5474,-79.9561,-139.771,-78.4302,-125.427,-228.577,-148.926,-63.4766,-46.0815,-59.8145,-19.8364,-6.71387,-9.46045,-0.915527
0.1319,-32.3486,-73.5474,-80.2612,-140.076,-79.3457,-125.427,-228.882,-149.536,-62.8662,-46.6919,-59.5093,-19.8364,-6.40869,-9.46045,-0.915527
0.13195,-32.3486,-73.2422,-80.8716,-140.076,-79.9561,-125.732,-229.187,-149.536,-62.8662,-46.0815,-59.2041,-20.1416,-6.40869,-9.46045,-0.915527
0.132,-32.0435,-73.5474,-80.8716,-140.076,-80.8716,-126.343,-229.492,-149.841,-62.8662,-46.0815,-59.5093,-20.1416,-6.71387,-9.46045,-0.610352
0.13205,-32.0435,-73.2422,-81.4819,-140.381,-81.1768,-126.953,-229.187,-150.146,-62.8662,-46.0815,-59.2041,-20.752,-6.40869,-10.0708,-0.610352
0.1321,-32.3486,-73.2422,-81.4819,-139.771,-80.8716,-127.563,-229.492,-149.536,-62.8662,-46.3867,-58.8989,-20.4468,-6.71387,-10.0708,-0.610352
0.13215,-32.6538,-72.937,-80.8716,-139.465,-81.4819,-127.869,-229.797,-149.536,-62.561,-46.3867,-59.2041,-20.4468,-6.71387,-10.0708,-0.610352
0.1322,-32.3486,-72.6318,-81.1768,-139.465,-81.7871,-127.563,-229.492,-150.146,-62.8662,-46.0815,-59.2041,-21.0571,-6.40869,-10.0708,-0.305176
0.13225,-32.3486,-72.0215,-81.1768,-138.855,-80.8716,-128.174,-229.492,-149.841,-63.1714,-46.3867,-59.5093,-20.752,-6.40869,-9.76563,-0.305176
0.1323,-32.3486,-72.3267,-81.1768,-138.245,-81.1768,-128.479,-229.492,-149.841,-63.1714,-46.6919,-59.8145,-20.752,-6.40869,-9.46045,-0.305176
0.13235,-32.3486,-72.3267,-81.1768,-137.939,-81.4819,-127.869,-228.882,-149.841,-63.1714,-47.3022,-59.5093,-20.752,-6.10352,-9.46045,-0.305176
0.1324,-32.3486,-72.0215,-81.1768,-137.329,-81.4819,-127.258,-229.187,-149.841,-63.4766,-46.9971,-59.2041,-20.752,-6.40869,-9.46045,-0.610352
0.13245,-32.0435,-72.6318,-81.4819,-137.024,-80.8716,-126.648,-228.882,-149.841,-63.1714,-46.9971,-59.5093,-21.3623,-6.40869,-9.46045,-0.305176
0.1325,-32.0435,-72.937,-81.4819,-136.108,-80.8716,-126.343,-228.882,-149.841,-63.1714,-47.9126,-59.5093,-21.0571,-6.40869,-9.46045,-0.305176
0.13255,-31.1279,-72.937,-81.4819,-135.193,-80.8716,-126.038,-228.882,-149.231,-63.1714,-47.9126,-59.8145,-20.752,-6.40869,-9.46045,-0.305176
0.1326,-31.1279,-73.2422,-81.4819,-134.583,-80.5664,-126.038,-228.577,-149.231,-62.561,-47.6074,-59.8145,-20.752,-6.40869,-9.76563,-0.610352
0.13265,-31.4331,-73.5474,-81.4819,-134.583,-80.5664,-126.038,-228.577,-149.231,-62.2559,-47.9126,-59.5093,-20.752,-6.40869,-10.0708,-0.610352
0.1327,-31.1279,-73.8525,-81.4819,-133.972,-80.2612,-126.343,-228.271,-150.146,-62.2559,-47.9126,-59.8145,-20.752,-6.40869,-10.0708,-0.610352
0.13275,-30.5176,-74.4629,-82.0923,-133.362,-80.5664,-126.953,-227.966,-149.536,-62.2559,-48.2178,-59.8145,-20.4468,-6.10352,-9.76563,-0.915527
0.1328,-31.1279,-75.0732,-82.0923,-133.057,-80.5664,-127.563,-227.966,-149.841,-61.6455,-48.2178,-59.5093,-20.4468,-6.10352,-10.0708,-0.610352
0.13285,-30.8228,-75.0732,-82.3975,-133.057,-81.1768,-127.563,-227.661,-150.146,-61.6455,-47.9126,-59.5093,-20.4468,-6.40869,-9.76563,-0.915527
0.1329,-31.1279,-75.6836,-83.0078,-133.057,-81.1768,-128.174,-227.966,-150.146,-61.6455,-47.6074,-59.5093,-20.752,-5.79834,-10.0708,-0.610352
0.13295,-30.5176,-76.2939,-83.6182,-132.751,-80.8716,-128.784,-227.966,-150.452,-61.6455,-48.2178,-59.8145,-20.752,-5.79834,-10.0708,-0.610352
0.133,-30.5176,-76.9043,-83.9233,-131.836,-80.8716,-128.784,-227.966,-150.757,-61.6455,-47.9126,-59.5093,-20.752,-5.79834,-9.76563,-0.915527
0.13305,-30.8228,-76.9043,-84.5337,-131.836,-81.1768,-129.089,-227.661,-150.757,-61.9507,-48.2178,-59.2041,-21.0571,-5.79834,-9.76563,-1.2207
0.1331,-30.8228,-77.2095,-84.8389,-131.836,-81.1768,-128.784,-227.661,-151.062,-61.3403,-47.9126,-59.5093,-21.0571,-6.10352,-10.0708,-0.610352
0.13315,-30.2124,-77.5146,-84.8389,-131.836,-80.8716,-128.479,-227.051,-151.978,-61.9507,-47.3022,-59.2041,-21.0571,-6.40869,-10.0708,-0.305176
0.1332,-30.2124,-77.5146,-85.7544,-131.226,-80.5664,-128.479,-226.746,-151.978,-62.561,-47.9126,-59.2041,-21.6675,-6.40869,-10.0708,-0.610352
